Gender,Age,Tenure,Phone,Streaming,Unlimited,Charge,Satisfaction,Churn
0,73,1,0,1,0,45.2,3,1
1,79,48,0,0,0,104.5,3,1
1,69,65,0,1,0,95.45,4,1
1,68,26,0,1,0,85.7,3,1
1,70,35,0,0,0,102.05,5,1
0,69,16,0,1,0,85.05,4,1
1,75,14,1,1,0,39.7,4,1
0,75,18,0,1,0,93.9,4,1
1,67,71,0,0,0,109.7,3,1
0,65,48,0,0,0,91.05,4,1
1,67,31,0,1,0,90.7,3,1
1,74,38,0,0,1,95,4,1
0,72,11,0,1,0,54.55,4,1
1,77,27,0,1,0,86.45,4,1
0,72,1,0,1,0,70.05,3,1
0,75,59,0,1,0,82.95,4,1
1,79,50,0,1,1,25.2,3,1
1,72,31,0,1,0,73.55,3,1
1,66,2,0,1,0,81.5,4,1
1,65,4,0,1,0,74.45,3,1
0,66,57,0,1,0,90.65,4,1
0,77,50,0,0,0,105.05,4,1
0,68,61,0,1,1,25,3,1
1,65,72,0,0,1,24.3,5,1
0,73,29,0,0,0,90.1,3,1
1,69,41,0,0,0,101.1,5,1
1,67,70,0,0,0,92.2,4,1
0,67,8,0,1,0,69.95,3,1
0,80,2,0,0,1,19.2,5,1
1,80,30,0,0,0,101.3,4,1
1,67,57,0,1,0,69.85,4,1
1,72,25,0,0,0,88.4,3,1
0,73,28,0,1,1,51,3,1
1,74,70,0,0,0,113,3,1
1,79,5,0,1,1,59.9,4,1
0,73,33,0,0,0,93.55,4,1
1,65,4,0,0,1,20.05,5,1
1,79,72,0,0,0,116.75,3,1
1,79,34,0,1,0,96.35,4,1
0,65,41,1,0,0,53.95,3,1
1,78,56,0,0,1,72.6,4,1
0,75,52,0,1,0,72.95,3,1
1,70,60,0,0,1,89.45,3,1
0,75,7,1,0,0,44.4,4,1
0,75,37,1,0,0,36.65,5,1
1,76,65,0,0,0,103.9,3,1
1,72,66,0,1,0,63.85,3,1
0,69,60,0,0,1,99,3,1
0,69,70,0,0,0,88.55,3,1
0,76,67,0,0,0,101.4,4,1
1,78,72,0,0,0,90.15,3,1
0,68,67,0,0,1,116.1,3,1
1,65,6,0,1,0,74.1,3,1
0,78,32,0,0,0,93.5,5,1
0,67,8,1,0,0,43.35,3,1
1,73,33,0,0,0,105.35,5,1
0,72,55,0,0,0,113.6,5,1
1,71,14,1,0,0,46.35,4,1
0,78,57,0,1,0,53.5,4,1
1,66,37,0,1,0,90,4,1
1,78,24,0,0,1,20.3,5,1
0,76,38,0,1,0,80.45,3,1
0,72,44,0,1,0,89.2,4,1
0,73,67,0,1,1,25.1,3,1
1,75,25,0,1,0,69.3,4,1
1,74,67,0,0,0,105.6,3,1
0,76,72,1,0,0,64.45,5,1
0,68,24,1,1,0,34.25,4,1
0,66,9,0,0,0,74.05,5,1
1,70,44,0,0,0,89.15,4,1
1,65,70,0,0,1,107.9,3,1
0,73,68,0,1,1,19.5,3,1
1,68,72,0,0,0,78.45,3,1
1,76,4,0,1,0,72.75,4,1
0,65,3,0,0,0,94.85,4,1
0,76,39,0,0,0,90.7,4,1
0,79,12,1,1,0,29.35,3,1
0,69,51,0,0,0,79.6,5,1
0,78,4,1,1,0,29.9,4,1
0,77,17,0,0,1,101.8,4,1
1,70,66,0,0,0,110.6,4,1
0,71,69,0,0,0,109.95,5,1
0,68,38,0,0,0,94.75,3,1
0,71,66,0,0,0,107.35,4,1
0,74,18,0,0,0,59.1,3,1
1,78,49,0,0,0,43.8,5,1
1,70,2,0,0,0,84.05,3,1
1,65,71,0,0,1,105.9,3,1
1,68,64,0,0,0,74.65,4,1
1,73,11,0,1,0,55.6,4,1
0,68,57,0,0,1,104.9,5,1
1,65,67,0,0,1,20.05,5,1
1,77,70,0,0,0,113.65,4,1
0,68,40,0,1,0,98.15,3,1
0,66,70,0,0,0,104.8,5,1
0,76,65,0,1,0,70.95,3,1
1,67,29,1,0,0,35.65,5,1
1,80,15,0,0,0,91.5,3,1
1,67,56,0,0,0,104.75,3,1
0,78,65,0,1,0,85.75,3,1
0,66,65,0,0,0,100.75,3,1
1,76,38,0,0,0,83.45,3,1
1,79,2,0,1,0,69.3,4,1
0,67,51,0,1,1,25,4,1
0,74,43,0,1,0,84.85,4,1
0,69,2,0,1,0,74.2,4,1
0,65,70,0,0,0,90.05,3,1
1,80,33,1,0,0,59.45,4,1
0,69,30,0,0,0,90.5,3,1
1,74,32,0,0,0,79.5,4,1
0,71,34,0,1,0,90.15,3,1
0,71,1,0,1,0,46.3,4,1
0,71,55,1,0,0,50.05,4,1
1,67,69,0,0,0,87.3,3,1
0,80,33,1,1,0,50,3,1
0,75,37,0,1,0,72.25,3,1
1,67,62,0,0,1,96.1,4,1
1,68,1,0,1,1,71.25,4,1
0,75,72,0,0,0,113.8,3,1
1,74,60,0,0,0,100.5,5,1
1,80,30,0,0,0,104.1,4,1
0,66,8,0,1,0,69.7,4,1
0,79,71,0,1,1,24.65,3,1
1,73,70,0,1,1,19.55,3,1
0,74,49,0,1,0,49.8,3,1
1,69,24,0,0,0,96.55,5,1
0,71,11,0,0,0,78.5,3,1
1,65,72,0,0,0,108.1,5,1
1,73,12,0,0,1,79.2,4,1
0,72,52,0,0,0,80.85,3,1
1,71,18,0,1,0,73.55,3,1
0,74,50,0,0,0,75.15,4,1
0,69,72,0,0,1,112.9,3,1
0,76,64,0,0,1,25.65,5,1
1,69,72,0,0,1,106.85,4,1
1,73,7,0,1,0,51.3,4,1
1,67,52,0,0,0,109.1,5,1
1,70,60,0,0,0,116.05,3,1
0,79,67,0,0,0,94.65,4,1
0,69,1,0,1,0,44,4,1
0,79,17,0,0,0,94.8,3,1
1,70,52,0,0,1,106.5,5,1
1,70,8,0,0,0,85.2,4,1
0,79,16,0,1,0,54.55,3,1
1,72,39,0,0,0,99.75,3,1
1,76,52,0,0,0,108.1,4,1
0,70,72,1,0,1,64.95,3,1
0,70,68,0,1,0,84.65,3,1
0,77,59,1,0,0,64.05,3,1
1,71,46,0,0,0,100.25,5,1
0,80,58,0,0,0,98.9,3,1
0,75,11,0,1,1,60.25,3,1
1,72,34,1,0,0,56.25,3,1
0,68,55,0,0,0,74,5,1
0,73,9,0,0,1,79.55,5,1
1,79,14,0,0,0,95.8,3,1
0,72,34,0,1,0,71.55,3,1
1,78,19,0,0,0,94.95,5,1
0,76,24,0,1,0,80.5,4,1
1,77,35,1,1,0,39.85,4,1
0,69,71,0,0,1,24.85,5,1
0,71,7,0,0,0,89,4,1
1,65,57,1,0,0,55,4,1
1,78,72,0,0,0,117.35,4,1
1,80,59,0,1,0,89.75,3,1
0,71,2,0,0,0,49.95,5,1
0,79,32,0,1,1,19.8,4,1
0,78,12,0,1,0,73.3,4,1
1,80,45,0,0,0,70.05,3,1
0,67,5,0,0,0,85.55,4,1
1,74,61,0,1,0,65.2,4,1
0,73,14,0,1,0,75.1,4,1
1,75,72,0,0,1,115.75,3,1
1,80,56,0,1,0,95.65,3,1
1,65,46,0,0,0,104.45,3,1
0,70,4,0,0,0,70.2,5,1
1,80,32,0,0,0,90.95,4,1
0,79,67,0,1,0,60.95,3,1
1,68,29,0,1,0,58.55,3,1
1,73,14,0,1,0,80.35,4,1
1,70,18,0,0,1,84.95,4,1
1,77,72,0,0,0,110.1,4,1
1,73,71,0,0,0,99.65,4,1
0,74,5,1,0,0,45.4,5,1
1,78,52,0,1,0,59.85,3,1
0,76,31,0,1,0,89.45,4,1
0,66,24,0,1,0,79.85,3,1
0,65,36,0,1,0,54.1,3,1
1,65,4,0,1,0,48.75,3,1
1,76,46,0,0,0,110.2,3,1
0,74,71,1,1,0,46.35,4,1
0,76,45,0,0,0,93.9,4,1
1,79,26,0,0,0,98.1,4,1
1,79,54,0,0,0,115.6,3,1
0,76,60,0,0,0,97.95,4,1
0,73,72,0,1,0,77.35,4,1
1,79,70,0,1,0,75.5,4,1
0,80,10,0,1,0,75.3,4,1
0,74,9,0,1,0,49.2,4,1
1,68,32,0,1,0,79.3,3,1
1,70,72,0,0,1,105.75,5,1
1,70,62,0,0,0,104.85,3,1
0,71,69,0,0,0,74.1,3,1
1,80,57,0,0,0,101.3,4,1
0,80,65,0,0,0,99.1,4,1
0,80,4,0,0,0,94.75,4,1
0,73,69,0,0,0,95.35,3,1
1,72,8,0,1,0,74.05,3,1
1,74,63,0,0,0,89.6,4,1
0,69,71,0,1,0,71,3,1
0,65,26,0,0,0,93.6,5,1
0,73,18,0,1,0,58.4,4,1
1,66,72,0,0,0,107.4,4,1
1,68,70,0,0,0,90.85,4,1
0,75,21,0,0,1,104.35,5,1
0,72,54,1,0,0,55.45,3,1
1,69,56,0,0,0,96.85,3,1
0,67,64,0,0,0,102.1,5,1
0,68,31,0,0,0,96.6,5,1
1,66,15,0,0,0,94.65,3,1
0,79,64,0,1,1,20.05,4,1
0,67,34,0,1,0,69.15,3,1
0,77,71,0,1,1,19.8,4,1
1,80,71,0,1,0,69.2,4,1
1,68,31,0,0,0,84.85,3,1
1,80,36,0,1,0,74.9,3,1
0,77,64,0,1,0,80.3,3,1
0,75,72,0,0,0,97.25,5,1
1,73,43,1,1,1,33.45,3,1
0,67,69,0,1,1,20.3,3,1
0,73,63,0,0,0,108.5,4,1
1,65,48,0,0,0,58.95,3,1
1,65,46,0,0,0,69.1,3,1
0,72,72,0,0,1,111.65,4,1
0,78,20,0,1,1,84.35,4,1
0,72,57,0,0,0,71.1,5,1
1,70,44,0,1,0,85.15,4,1
0,77,72,0,1,0,84.8,4,1
0,65,63,0,0,0,84,3,1
0,79,45,0,1,1,24.7,4,1
1,71,45,0,1,0,97.05,3,1
0,70,16,0,0,0,74.45,5,1
0,73,29,0,0,0,84.3,3,1
1,65,68,1,0,0,53,4,1
0,79,13,0,0,0,93.8,4,1
1,69,22,0,1,1,25.6,4,1
0,66,62,0,0,0,110.75,5,1
1,76,43,0,1,0,94.5,3,1
0,78,23,1,0,0,34.65,4,1
0,73,71,1,0,1,52.3,5,1
0,65,14,0,0,0,95.6,3,1
1,75,48,1,0,0,29.9,5,1
1,68,54,0,0,0,99.1,5,1
1,79,53,0,1,1,25.1,3,1
1,66,55,0,1,0,76.25,3,1
0,73,33,0,1,1,24.9,4,1
0,80,23,0,0,1,104.45,5,1
1,65,50,0,1,0,83.4,3,1
1,73,47,0,0,1,99.7,3,1
0,73,2,0,1,0,72.6,3,1
0,70,55,0,0,0,116.5,4,1
0,67,71,0,0,0,106.8,3,1
1,75,3,1,0,0,30.75,5,1
0,65,41,0,0,1,94.55,3,1
1,78,41,0,0,0,104.4,5,1
0,79,30,0,0,0,101.5,5,1
0,69,29,0,0,0,103.95,4,1
1,72,66,0,0,0,108.1,3,1
0,69,38,1,1,0,24.85,3,1
1,77,17,0,0,0,92.55,3,1
1,65,65,0,0,0,107.45,4,1
1,68,45,0,0,0,100.15,4,1
1,65,65,0,0,0,105.85,4,1
0,68,71,0,0,1,107.5,3,1
0,79,35,0,0,0,73,4,1
0,65,30,0,1,0,77.9,3,1
0,77,54,0,0,0,110.45,4,1
0,77,55,1,1,0,44.85,3,1
0,69,69,1,1,0,29.8,3,1
0,79,9,0,1,1,19.85,3,1
1,73,66,0,0,0,108.1,3,1
1,70,50,0,0,0,108.75,3,1
1,71,60,0,0,1,105.9,5,1
0,78,13,0,0,0,70.45,5,1
1,73,72,0,0,0,109.75,4,1
1,75,50,0,0,0,104.95,5,1
0,78,61,0,1,0,85.55,4,1
0,67,18,0,0,0,80.55,5,1
1,66,72,0,1,0,78.5,3,1
0,71,65,0,1,0,92.7,3,1
1,74,71,0,0,0,89.45,4,1
0,71,45,0,1,0,98.7,3,1
1,69,67,0,1,0,92.45,4,1
0,76,71,0,1,0,86.7,3,1
1,78,72,0,0,0,105,5,1
1,77,21,0,0,0,95.4,4,1
0,72,71,0,0,0,115.05,4,1
1,76,14,0,1,1,78.85,3,1
0,71,21,0,0,0,86.55,5,1
0,79,21,0,1,1,20.5,4,1
1,72,56,0,1,1,76.85,3,1
1,77,49,0,0,0,103,4,1
1,65,46,0,1,0,91.3,4,1
1,72,58,0,0,0,100.4,5,1
1,65,20,0,0,0,91,5,1
0,65,62,0,0,0,89.8,3,1
0,68,7,0,1,0,74.85,4,1
1,76,28,1,0,0,39.1,3,1
0,70,70,0,0,0,105.35,4,1
1,73,39,0,0,0,101.25,4,1
0,77,43,0,0,0,100.55,4,1
1,74,34,0,1,0,64.2,4,1
0,79,72,0,0,0,73.45,3,1
0,69,29,0,0,0,79.3,5,1
0,80,72,0,1,1,25.4,3,1
1,77,11,0,0,0,78.1,5,1
0,67,49,0,0,0,81.35,4,1
0,79,69,1,0,1,56.55,3,1
0,66,19,0,0,0,87.3,3,1
0,72,67,0,0,0,102.9,3,1
0,75,72,0,0,0,114.5,3,1
1,65,38,0,1,1,20.2,3,1
0,71,40,0,0,1,55.8,3,1
1,70,59,0,0,0,99.5,5,1
0,79,15,0,1,0,96.5,4,1
1,79,28,0,1,1,25.7,4,1
0,66,16,0,0,0,91.55,5,1
0,75,30,0,0,0,105.7,5,1
0,77,57,0,0,0,93.75,3,1
0,66,72,0,0,1,109.75,4,1
0,66,34,0,0,0,75.55,5,1
0,71,19,0,1,0,66.4,4,1
1,65,35,0,1,0,70.55,4,1
0,65,19,1,0,0,34.3,5,1
0,80,7,0,1,0,75.4,4,1
0,76,35,0,1,0,81.6,3,1
1,74,35,0,0,1,110.8,3,1
0,74,44,0,0,1,19.35,5,1
0,65,59,1,0,0,50.25,4,1
0,80,71,0,0,1,25.45,5,1
0,75,67,0,1,0,75.7,4,1
1,70,26,0,0,0,78.8,3,1
0,68,62,0,1,0,89.1,4,1
0,76,13,0,0,0,59.9,5,1
0,70,34,0,0,1,108.9,3,1
1,75,57,0,1,0,95.3,3,1
1,69,62,0,1,0,84.45,4,1
0,80,11,0,0,1,79.15,5,1
0,72,60,0,0,1,71.75,3,1
1,79,50,0,0,0,100.65,3,1
1,66,51,0,0,1,19.6,5,1
1,70,12,1,1,0,29.3,4,1
0,68,63,0,0,0,109.4,3,1
1,77,37,0,1,1,19.6,4,1
1,80,8,0,0,0,87.1,5,1
1,75,53,0,1,0,73.8,3,1
0,69,64,0,1,1,24.4,3,1
1,69,1,0,0,0,70.2,5,1
1,72,69,0,0,0,110.25,3,1
1,67,66,0,0,0,104.9,4,1
0,69,6,0,1,0,44.7,3,1
0,66,67,0,1,0,83.85,3,1
0,70,23,0,0,0,90,3,1
1,77,39,0,0,0,99.1,3,1
1,71,26,0,1,0,85.8,3,1
1,70,60,1,0,1,49.45,3,1
0,77,45,0,0,0,75.15,3,1
0,69,4,0,1,0,70.65,4,1
1,75,59,0,0,0,88.75,3,1
0,78,35,0,0,1,91,3,1
1,68,54,0,1,1,18.95,4,1
1,68,66,0,0,0,102.4,3,1
1,66,42,0,1,0,55.65,4,1
1,78,18,0,1,1,74.7,4,1
1,72,5,0,1,0,80.7,4,1
0,79,33,0,0,0,100.6,4,1
0,73,54,0,0,0,74,5,1
0,67,54,0,0,1,99.05,5,1
0,73,69,0,0,0,110.55,3,1
0,72,27,0,1,0,85.9,3,1
1,72,31,1,0,0,50.4,3,1
1,68,67,0,1,0,54.9,4,1
1,75,55,0,0,0,100.15,4,1
0,76,54,1,1,0,24.95,3,1
1,68,2,0,1,0,56.55,4,1
0,65,67,0,0,0,105.05,4,1
0,76,65,0,0,0,104.35,5,1
1,74,36,0,0,0,91.95,5,1
0,79,54,0,0,0,65.25,4,1
1,74,60,0,0,0,101.4,4,1
1,71,63,0,1,0,83,3,1
0,70,2,0,1,0,70.1,4,1
0,77,69,0,1,0,84.9,3,1
0,71,58,0,1,1,89.85,3,1
0,77,66,0,0,0,116.25,3,1
0,71,51,1,1,0,29.45,4,1
0,69,50,0,1,1,70.35,3,1
0,67,72,0,0,0,109.55,3,1
0,76,63,1,1,0,36.1,3,1
1,77,18,0,1,1,20.35,4,1
0,67,28,0,0,0,105.8,3,1
1,72,53,0,0,0,96.75,4,1
0,79,68,1,1,0,41.95,3,1
1,66,9,0,0,0,90.1,5,1
1,68,54,0,0,0,72.1,5,1
0,78,64,0,0,0,103.5,3,1
0,76,72,0,0,0,109.7,4,1
1,72,72,0,0,0,84.1,3,1
0,68,16,0,0,0,78.75,4,1
1,80,3,0,0,1,74.6,5,1
1,76,27,0,0,0,83.85,5,1
1,78,35,0,0,0,99.05,4,1
1,74,2,0,0,0,43.95,5,1
1,70,72,0,1,1,25.7,3,1
0,66,68,0,0,0,95.9,3,1
1,67,67,0,0,0,107.05,3,1
1,68,13,1,0,0,45.3,4,1
0,65,22,0,0,0,89.75,3,1
0,76,51,0,0,0,93.65,4,1
0,74,71,0,0,1,72.9,4,1
0,72,57,0,0,0,79.75,4,1
1,69,62,0,0,0,79.95,4,1
1,72,70,0,0,0,105.55,4,1
1,80,45,0,1,1,85.7,4,1
1,77,57,0,0,0,94,5,1
1,65,18,0,0,1,103.6,4,1
0,69,6,0,0,0,79.7,5,1
0,71,1,0,0,0,45.85,5,1
1,68,71,0,1,0,99.65,4,1
0,69,51,0,0,0,94,4,1
1,75,56,0,1,0,68.45,4,1
1,77,64,1,0,1,43.85,5,1
0,66,68,0,0,1,20,5,1
0,79,67,0,1,0,64.55,3,1
1,66,42,0,1,0,95.55,3,1
1,77,61,0,1,0,94.2,3,1
1,77,53,0,1,0,94,3,1
1,72,35,0,0,0,108.35,3,1
0,78,72,1,0,0,63.1,3,1
0,80,34,0,0,0,85.2,5,1
1,77,63,0,0,0,103.5,4,1
1,75,6,1,0,0,44.4,5,1
0,67,55,0,1,0,60,4,1
0,37,2,0,1,0,53.85,1,0
1,19,2,0,1,0,70.7,2,0
1,31,8,0,0,0,99.65,3,0
1,23,28,0,0,0,104.8,3,0
0,38,49,0,0,0,103.7,1,0
1,21,10,0,1,0,55.2,1,0
0,29,1,0,1,1,20.15,1,0
0,61,47,0,0,0,99.35,1,0
0,27,1,1,1,0,30.2,1,0
1,20,17,0,0,0,64.7,1,0
0,56,5,0,1,0,69.7,1,0
0,51,34,0,1,0,106.35,2,0
1,48,11,0,0,0,97.85,3,0
1,32,2,0,1,1,80.65,1,0
1,34,15,0,0,0,99.1,1,0
1,41,9,0,0,0,94.4,3,0
1,32,1,0,1,0,79.35,1,0
1,34,7,0,1,0,75.15,1,0
1,34,12,0,1,1,78.95,1,0
0,30,5,0,1,1,21.05,3,0
0,26,68,0,1,0,110,2,0
0,37,55,0,1,0,96.75,1,0
1,62,10,0,1,0,100.25,2,0
0,21,3,0,1,0,74.4,1,0
1,27,25,1,0,0,58.6,1,0
0,64,1,1,0,0,35.45,3,0
0,45,2,0,1,0,44.35,3,0
1,53,8,0,0,0,71.15,1,0
0,63,1,0,1,0,45.65,1,0
0,32,7,0,0,1,95,1,0
1,26,20,0,1,0,82.4,1,0
1,42,4,0,1,0,70.9,1,0
1,26,2,0,0,0,104.4,3,0
1,24,53,0,0,0,94.85,1,0
1,54,1,1,1,0,29.95,1,0
0,51,8,0,1,0,84.5,2,0
1,48,13,0,1,0,79.25,1,0
1,29,1,1,1,0,24.8,1,0
0,39,6,0,1,0,91,2,0
0,62,1,0,1,0,79.9,2,0
1,43,19,0,0,1,106.6,1,0
0,19,2,0,1,0,46,3,0
1,39,4,0,1,0,70.15,2,0
0,50,4,0,1,0,50.05,2,0
1,22,1,0,1,0,55.2,2,0
0,40,1,0,1,0,84.6,2,0
0,22,2,0,1,0,54.4,3,0
0,37,1,0,1,0,48.55,1,0
1,47,2,0,1,0,70.4,1,0
1,41,2,0,1,0,44.6,2,0
0,51,59,0,1,1,19.35,3,0
0,60,1,1,1,0,24.8,2,0
0,30,1,0,1,0,70.6,2,0
0,51,5,0,1,0,85.4,3,0
1,20,52,0,1,0,105.05,2,0
0,52,18,0,0,0,95.15,3,0
0,41,1,0,1,1,70,3,0
0,34,10,0,1,0,44.85,2,0
1,21,1,0,1,0,73.6,1,0
0,30,5,0,1,1,80.6,2,0
1,55,38,0,0,0,80.3,1,0
1,29,7,0,1,0,73.85,3,0
1,54,2,0,1,0,80.6,1,0
0,63,68,0,0,1,75.8,3,0
1,24,43,0,0,0,104.6,1,0
0,61,63,0,1,0,103.4,2,0
1,47,2,0,0,0,90.4,3,0
0,26,4,0,1,0,84.8,3,0
1,40,10,0,0,0,80.25,3,0
0,54,5,0,0,0,96.5,3,0
0,22,2,0,1,0,85.65,1,0
1,48,25,0,0,0,104.95,3,0
0,26,1,0,1,0,50.65,1,0
0,64,1,0,0,0,90.85,3,0
1,63,34,0,1,0,73.95,3,0
0,30,69,0,0,0,99.45,3,0
1,59,1,0,1,1,19.9,3,0
0,52,1,0,1,1,19.6,1,0
1,23,22,0,0,0,83.3,1,0
1,22,61,0,1,1,19.4,3,0
0,49,12,0,1,0,45.4,3,0
1,20,60,0,1,0,105.9,2,0
1,54,1,0,1,0,69.55,1,0
1,58,28,0,0,0,81.05,1,0
0,21,4,0,0,0,101.15,1,0
0,61,7,0,0,1,99.8,1,0
1,60,13,0,0,0,55.95,1,0
0,25,1,0,0,0,55,1,0
1,52,1,0,1,0,74.7,1,0
0,52,24,0,1,0,80.25,1,0
0,61,5,0,0,0,96.1,1,0
1,40,15,0,1,0,69,1,0
1,28,48,1,0,1,45.3,1,0
1,32,8,0,1,0,83.55,1,0
0,32,1,0,1,0,74.35,1,0
1,28,2,0,1,0,74.4,1,0
0,51,22,1,0,0,43.75,3,0
1,49,12,0,0,0,99.7,1,0
0,49,2,0,0,0,94.2,2,0
1,64,6,0,1,0,80.5,3,0
0,55,40,0,0,0,104.8,1,0
1,47,23,0,1,0,75.6,1,0
0,22,34,0,0,1,100.05,3,0
1,51,1,0,0,0,85,3,0
0,33,10,0,1,0,86.05,3,0
0,52,13,1,1,0,45.55,3,0
0,29,39,0,1,0,86.3,1,0
0,31,32,0,1,0,80.35,1,0
1,44,35,0,0,0,100.25,3,0
0,50,56,0,0,1,100.3,2,0
1,48,12,0,1,1,19,1,0
1,28,1,0,1,0,75.3,1,0
1,52,12,0,1,0,61.65,1,0
0,32,9,1,1,1,29.95,2,0
1,20,9,0,1,0,65,1,0
1,27,7,0,1,1,20,3,0
1,20,65,0,0,0,105.5,1,0
0,26,10,0,0,1,85.25,3,0
1,57,43,0,1,0,56.15,2,0
0,38,1,0,0,0,89.55,2,0
0,57,1,0,1,0,45.7,3,0
1,30,3,0,1,0,69.55,1,0
1,23,1,0,1,1,74.6,3,0
0,40,2,0,1,1,19.85,3,0
1,48,4,1,1,0,24.25,2,0
1,52,2,0,1,0,69.65,2,0
1,47,4,0,1,0,45.65,1,0
1,23,1,0,1,0,75.05,2,0
1,19,2,1,0,0,34.7,1,0
0,48,1,0,0,0,80,1,0
1,63,3,0,1,0,75.1,3,0
0,23,3,0,1,0,50.15,1,0
1,54,25,0,1,0,79.85,2,0
0,27,1,0,1,1,19.55,2,0
1,48,4,0,0,0,85.95,3,0
0,26,3,0,1,0,45.35,3,0
1,29,45,0,1,0,87.25,1,0
0,51,10,0,0,0,98.55,1,0
1,37,15,0,0,0,85.9,3,0
1,38,22,0,0,0,89.25,1,0
0,31,3,0,1,0,70.3,1,0
0,49,15,0,0,0,93.35,1,0
1,45,1,0,1,1,19.9,2,0
1,37,5,0,0,0,88.9,1,0
0,24,33,0,0,1,95.8,2,0
0,42,2,0,1,0,82,3,0
0,63,2,0,1,0,45.35,1,0
1,41,1,0,1,0,52.2,1,0
0,58,62,0,0,0,96.75,2,0
1,33,10,0,0,1,98.5,1,0
0,61,6,0,1,0,85.35,3,0
0,54,40,0,0,0,101.3,1,0
0,27,1,0,1,0,69.55,2,0
0,20,58,0,0,0,103.25,1,0
0,25,70,0,0,0,104,1,0
1,62,2,0,0,0,86.2,3,0
0,24,21,0,0,1,111.2,3,0
1,41,16,0,1,0,89.45,3,0
0,21,60,0,1,0,90.95,3,0
1,58,50,0,0,0,108.55,2,0
0,45,1,0,1,0,44.4,1,0
1,59,12,0,1,1,19.8,3,0
0,21,1,0,0,0,89.9,1,0
1,41,62,0,0,0,100.15,3,0
0,58,1,0,1,0,50.8,1,0
1,55,3,0,0,0,95.1,1,0
0,52,22,0,0,1,94.65,2,0
0,46,4,0,1,0,80.6,3,0
0,24,59,0,0,0,85.55,3,0
1,58,60,1,0,0,50.8,2,0
1,54,15,0,0,0,105.1,1,0
0,53,10,0,0,0,110.1,1,0
1,40,6,0,0,0,83.9,1,0
1,48,63,0,1,1,100.55,2,0
0,55,50,0,0,0,103.85,2,0
1,39,1,1,1,0,24.6,2,0
1,64,12,0,0,0,98.9,1,0
1,27,9,0,0,0,98.3,2,0
0,36,17,0,0,0,93.85,1,0
1,37,13,0,1,0,81.15,1,0
1,51,6,0,1,0,79.05,1,0
1,32,3,0,1,0,74.4,3,0
0,21,1,0,1,0,44.7,3,0
0,36,1,0,1,0,45.7,3,0
0,53,7,0,1,1,19.25,3,0
1,57,2,0,0,0,96,2,0
1,30,1,0,0,1,90.55,2,0
0,30,71,0,0,0,108.05,1,0
0,51,1,0,1,0,69.9,3,0
0,41,1,0,0,0,86.6,3,0
1,28,35,0,1,1,85.3,2,0
1,61,34,0,1,0,70,2,0
1,46,7,0,0,0,95.35,2,0
1,33,18,0,0,0,90.1,1,0
1,26,2,0,1,0,68.95,1,0
0,39,32,0,0,1,99.55,1,0
0,53,18,0,0,0,57.45,1,0
0,27,12,0,0,0,53.65,1,0
0,62,26,0,1,0,83.75,3,0
0,44,38,0,1,1,79.45,1,0
0,37,32,0,1,0,69.75,2,0
1,50,1,0,1,1,19.65,3,0
1,55,5,1,0,0,39.5,2,0
0,58,40,0,0,0,97.1,3,0
1,26,5,0,0,1,80,3,0
1,40,10,0,1,0,84.7,1,0
0,49,2,0,0,0,89.55,1,0
0,21,23,0,1,0,90.6,2,0
1,64,23,0,1,0,90.05,2,0
0,54,49,0,0,0,99.05,2,0
1,46,2,0,1,0,69.75,1,0
1,42,2,0,1,1,49.05,1,0
0,32,7,0,0,0,98.05,1,0
1,23,41,0,0,0,114.5,1,0
0,51,2,0,0,0,80.95,3,0
0,63,25,0,0,1,90.4,3,0
0,21,3,0,1,0,56.15,1,0
1,59,4,0,0,0,94.4,1,0
1,62,37,0,1,0,78.95,3,0
1,27,19,1,0,0,44.85,3,0
0,23,7,0,1,1,74.65,3,0
1,51,14,0,1,0,64.7,1,0
0,38,1,1,0,0,35.55,1,0
1,32,2,0,0,0,95.15,2,0
0,54,13,0,0,0,96.65,1,0
0,41,1,1,1,1,31.35,2,0
1,57,12,0,1,0,89.75,3,0
0,33,60,0,0,0,94.4,2,0
0,32,1,0,1,1,19.85,2,0
1,55,6,0,0,0,109.9,1,0
0,42,15,0,0,0,101.35,2,0
1,19,1,0,0,1,60.15,3,0
0,31,7,0,1,0,90.45,2,0
0,48,53,0,0,0,94.25,3,0
0,26,1,0,1,0,74.9,3,0
1,34,1,0,1,0,80.25,2,0
0,58,17,0,1,0,69,2,0
1,62,11,0,0,0,66.35,1,0
0,58,19,0,0,1,86,1,0
1,37,3,0,0,0,80.3,1,0
0,40,24,0,1,0,90.55,2,0
1,30,2,0,1,0,75.9,1,0
0,47,1,0,1,0,45.85,2,0
1,36,16,1,0,0,49.95,1,0
0,36,34,0,1,0,78.3,3,0
0,44,3,0,1,1,76.95,2,0
0,49,1,0,1,0,45.3,3,0
1,47,15,0,1,1,19.4,1,0
1,46,11,0,1,0,90.15,1,0
0,23,1,0,1,0,45.05,1,0
1,53,1,0,1,0,75.8,1,0
1,54,7,0,0,1,79.3,1,0
1,53,2,1,1,0,30.9,2,0
0,43,59,0,0,0,110.15,1,0
0,20,8,0,1,0,75,1,0
0,35,6,0,1,1,44.75,2,0
1,41,11,0,1,0,44.05,1,0
1,30,70,0,0,0,115.55,1,0
1,27,18,0,1,0,85.2,3,0
